Id,Code,Description
530,8621,Activit??i de asisten?? medical? general?
531,8622,Activit??i de asisten?? medical? specializat?
532,8623,Activit??i de asisten?? stomatologic?
533,8690,Alte activit??i referitoare la s?n?tatea uman?
534,8710,Activit??i ale centrelor de ?ngrijire medical?
535,8720,Activit??i ale centrelor de recuperare psihic? ?i de dezintoxicare
536,8730,Activit??i ale c?minelor de b?tr?ni ?i ale c?minelor pentru persoane aflate ?n incapacitate de a se ?ngriji singure
537,8790,Alte activit??i de asisten?? social?
538,8810,Activit??i de asisten?? social?
539,8891,Activit??i de ?ngrijire zilnic? pentru copii
540,8899,Alte activit??i de asisten?? social?
541,9001,Activit??i de interpretare artistic? (spectacole
542,9002,Activit??i suport pentru interpretare artistic? (spectacole
543,9003,Activit??i de crea?ie artistic?
544,9004,Activit??i de gestionare a s?lilor de spectacole
545,9101,Activit??i ale bibliotecilor ?i arhivelor
546,9102,Activit??i ale muzeelor
547,9103,Gestionarea monumentelor
548,9104,Activit??i ale gr?dinilor zoologice
549,9200,Activit??i de jocuri de noroc ?i pariuri
550,9311,Activit??i ale bazelor sportive
551,9312,Activit??i ale cluburilor sportive
552,9313,Activit??i ale centrelor de fitness
553,9319,Alte activit??i sportive
554,9321,B?lciuri ?i parcuri de distrac?ii
555,9329,lte activit??i recreative ?i distractive n.c.a.
556,9411,Activit??i ale organiza?iilor economice ?i patronale
557,9412,Activit??i ale organiza?iilor profesionale
558,9420,Activit??i ale sindicatelor salaria?ilor
559,9491,Activit??i ale organiza?iilor religioase
560,9492,Activit??i ale organiza?iilor politice
561,9499,Activit??i ale altor organiza?ii n.c.a.;
406,9511,Repararea calculatoarelor ?i a echipamentelor periferice
407,9512,Repararea echipamentelor de comunica?ii
408,9521,Repararea aparatelor electronice
409,9522,Repararea dispozitivelor de uz gospod?resc ?i a echipamentelor pentru cas? ?i gr?din?
410,9523,Repararea ?nc?l??mintei ?i a articolelor din piele
411,9524,Repararea mobilei ?i a furniturilor casnice
412,9525,Repararea ceasurilor ?i a bijuteriilor
413,9529,Repararea articolelor de uz personal ?i gospod?resc n.c.a.
414,9601,Sp?larea ?i cur??area (uscat? articolelor textile ?i a produselor din blan?
415,9602,Coafur? ?i alte activit??i de ?nfrumuse?are
416,9603,Activit??i de pompe funebre ?i similare
417,9604,Activit??i de ?ntre?inere corporal?
418,9609,Alte activit??i de servicii n.c.a.
419,9700,Activit??i ale gospod?riilor private ?n calitate de angajator de personal casnic
420,9810,Activit??i ale gospod?riilor private de producere de bunuri ?i servicii destinate consumului propriu
421,9820,Activit??i ale gospod?riilor private de producere de servicii pentru scopuri proprii
20,9900,Activit??i ale organiza?iilor ?i organismelor extrateritoriale
